Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2566,Data Analytics Course,80.0,5756.0,205.38,16.0,4.0,0.05,1778.0,2024-11-20,Hyderabad,Desktop,online data analytic
A2567,Data Analytics Course,155.0,5696.0,236.44,13.0,3.0,0.019,1207.0,2024-11-23,Hyderabad,Mobile,data analitics online
A2568,Data Analytics Course,114.0,5683.0,214.42,20.0,8.0,0.07,1474.0,,Hyderabad,Mobile,learn data analytics
A2569,Data Analytics Course,98.0,4669.0,205.72,16.0,6.0,0.061,1767.0,,Hyderabad,Desktop,analytics for data
A2571,Data Analytics Course,160.0,3163.0,238.95,20.0,8.0,0.05,1569.0,2024-11-26,Hyderabad,Desktop,online data analytic
A2572,Data Analytics Corse,175.0,3732.0,231.25,16.0,10.0,0.057,1014.0,2024-11-15,Hyderabad,Mobile,learn data analytics
A2573,Data Analytics Course,123.0,3860.0,224.63,24.0,8.0,0.065,1800.0,2024-11-15,Hyderabad,Desktop,analytics for data
A2574,Data Analytics Course,106.0,3196.0,212.12,15.0,6.0,0.05660377358490566,1314.0,,Hyderabad,Tablet,analytics for data
A2575,Data Analytics Course,,3322.0,205.85,24.0,4.0,,1031.0,,Hyderabad,Tablet,data anaytics training
A2576,Data Analytics Course,185.0,5121.0,215.46,12.0,9.0,0.049,1724.0,,Hyderabad,Mobile,data analytics course
A2577,Data Analytics Corse,139.0,5610.0,239.44,17.0,6.0,0.043,1548.0,,Hyderabad,Tablet,online data analytic
A2578,Data Analytics Corse,174.0,3890.0,186.04,28.0,7.0,0.04,1793.0,,Hyderabad,Tablet,online data analytic
A2579,Data Analytics Course,157.0,4671.0,248.17,14.0,7.0,0.045,1247.0,,Hyderabad,Mobile,data anaytics training
A2580,Data Analytics Corse,160.0,5438.0,197.5,16.0,6.0,0.037,1752.0,,Hyderabad,Tablet,data analytics course
A2582,Data Analytics Corse,144.0,5301.0,195.83,12.0,3.0,0.020833333333333332,1654.0,,Hyderabad,Tablet,data analitics online
A2583,Data Analytics Corse,187.0,3722.0,182.43,27.0,7.0,0.037,1613.0,,Hyderabad,Mobile,data anaytics training
A2585,Data Analytics Course,194.0,5123.0,180.01,27.0,5.0,0.036,1978.0,,Hyderabad,Mobile,learn data analytics
A2586,Data Analytics Course,157.0,4127.0,200.44,30.0,8.0,0.058,1044.0,2024-11-15,Hyderabad,Desktop,data anaytics training
A2587,Data Analytics Course,112.0,4944.0,233.83,19.0,4.0,0.036,1296.0,2024-11-27,Hyderabad,Tablet,data anaytics training
A2588,Data Analytics Course,82.0,4534.0,203.89,10.0,6.0,0.073,1589.0,2024-11-26,Hyderabad,Tablet,online data analytic
A2589,Data Analytics Course,152.0,5894.0,219.23,14.0,5.0,0.033,1641.0,2024-11-13,Hyderabad,Mobile,data anaytics training
A2590,Data Analytics Course,81.0,5545.0,212.89,11.0,5.0,0.062,1818.0,,Hyderabad,Mobile,data analitics online
A2592,Data Analytics Course,117.0,3039.0,223.72,27.0,8.0,0.068,1340.0,,Hyderabad,Mobile,data anaytics training
A2594,Data Analytics Course,192.0,4920.0,192.15,18.0,10.0,0.052,1665.0,2024-11-09,Hyderabad,Mobile,data analitics online
A2595,Data Analytics Course,131.0,3187.0,234.53,24.0,10.0,0.07633587786259542,1656.0,,Hyderabad,Mobile,data analytics course
A2596,Data Analytics Course,177.0,3238.0,189.61,29.0,7.0,0.05,1925.0,,Hyderabad,Tablet,data analitics online
A2597,Data Analytics Corse,,,182.66,22.0,10.0,,1482.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A2598,Data Analytics Course,147.0,4507.0,190.42,27.0,8.0,0.054,1073.0,2024-11-05,Hyderabad,Desktop,learn data analytics
A2599,Data Analytics Course,143.0,3606.0,200.29,,3.0,0.035,1550.0,,Hyderabad,Mobile,learn data analytics
A2600,Data Analytics Course,,3355.0,186.9,20.0,4.0,,1524.0,2024-11-10,Hyderabad,Mobile,online data analytic
A2601,Data Analytics Course,160.0,3711.0,214.41,10.0,6.0,0.037,1550.0,2024-11-07,Hyderabad,Mobile,analytics for data
A2602,Data Analytics Course,172.0,4841.0,234.94,28.0,8.0,0.046511627906976744,1258.0,,Hyderabad,Desktop,analytics for data
A2603,Data Analytics Course,95.0,5411.0,182.58,13.0,4.0,0.042,1111.0,,Hyderabad,Tablet,data anaytics training
A2604,Data Analytics Course,111.0,3520.0,237.4,13.0,3.0,0.027,1395.0,,Hyderabad,Mobile,online data analytic
A2605,Data Analytics Course,171.0,3460.0,184.14,27.0,9.0,0.053,1565.0,,Hyderabad,Tablet,data analitics online
A2606,Data Analytics Course,145.0,5875.0,221.0,14.0,7.0,0.048,1230.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A2607,Data Analytics Corse,118.0,3404.0,183.15,27.0,7.0,0.059,1489.0,2024-11-21,Hyderabad,Tablet,learn data analytics
A2608,Data Analytics Course,171.0,3567.0,233.32,27.0,4.0,0.023391812865497075,1271.0,2024-11-05,Hyderabad,Desktop,analytics for data
A2609,Data Analytics Course,108.0,3628.0,185.68,24.0,8.0,0.074,1682.0,,Hyderabad,Tablet,learn data analytics
A2610,Data Analytics Course,100.0,4994.0,206.32,21.0,7.0,0.04,1673.0,2024-11-20,Hyderabad,Tablet,learn data analytics
A2611,Data Analytics Course,138.0,5758.0,193.53,14.0,4.0,0.029,1902.0,2024-11-15,Hyderabad,Tablet,analytics for data
A2612,Data Analytics Course,88.0,3382.0,198.62,25.0,9.0,0.102,1599.0,,Hyderabad,Desktop,data anaytics training
A2613,Data Analytics Corse,125.0,3652.0,186.61,29.0,10.0,0.08,1017.0,2024-11-29,Hyderabad,Mobile,learn data analytics
A2614,Data Analytics Course,169.0,4120.0,215.75,27.0,5.0,0.03,1362.0,,Hyderabad,Mobile,analytics for data
A2616,Data Analytics Course,149.0,5726.0,235.72,17.0,7.0,0.047,1902.0,,Hyderabad,Mobile,data analitics online
A2617,Data Analytics Corse,99.0,5938.0,183.49,30.0,3.0,0.03,1487.0,,Hyderabad,Mobile,data analitics online
A2618,Data Analytics Course,177.0,3567.0,214.71,28.0,5.0,0.028,1001.0,,Hyderabad,Tablet,analytics for data
A2621,Data Analytics Corse,191.0,3337.0,231.0,29.0,6.0,0.031,1424.0,,Hyderabad,Tablet,data analytics course
A2624,Data Analytics Course,125.0,4300.0,221.37,16.0,10.0,0.08,1066.0,,Hyderabad,Tablet,data analytics course
A2625,Data Analytics Course,105.0,4094.0,183.47,11.0,6.0,0.05714285714285714,1817.0,,Hyderabad,Mobile,online data analytic
A2626,Data Analytics Corse,84.0,4263.0,234.62,29.0,9.0,0.107,1599.0,,Hyderabad,Mobile,learn data analytics
A2627,Data Analytics Course,114.0,3472.0,242.89,16.0,10.0,0.08771929824561403,1642.0,,Hyderabad,Tablet,analytics for data
A2628,Data Analytics Course,129.0,4411.0,180.17,28.0,5.0,0.039,1173.0,,Hyderabad,Desktop,data analitics online
A2630,Data Analytics Course,120.0,5915.0,241.95,26.0,3.0,0.025,1253.0,,Hyderabad,Desktop,analytics for data
A2631,Data Analytics Course,99.0,4111.0,192.09,14.0,5.0,0.050505050505050504,1497.0,,Hyderabad,Mobile,analytics for data
A2633,Data Analytics Course,154.0,3510.0,211.16,26.0,10.0,0.065,1167.0,2024-11-14,Hyderabad,Tablet,online data analytic
A2635,Data Analytics Corse,136.0,5977.0,249.89,15.0,9.0,0.066,1477.0,,Hyderabad,Tablet,analytics for data
A2636,Data Analytics Course,177.0,5409.0,181.75,19.0,4.0,0.022598870056497175,1793.0,,Hyderabad,Tablet,data analytics course
A2638,Data Analytics Course,152.0,5421.0,248.08,16.0,6.0,0.035,1752.0,,Hyderabad,Mobile,analytics for data
A2639,Data Analytics Course,187.0,5181.0,227.15,18.0,10.0,0.053475935828877004,1516.0,,Hyderabad,Tablet,data anaytics training
A2640,Data Analytics Course,91.0,5484.0,198.25,16.0,6.0,0.066,1981.0,,Hyderabad,Mobile,data anaytics training
A2641,Data Analytics Corse,180.0,5545.0,238.85,30.0,10.0,0.056,1971.0,,Hyderabad,Desktop,data analytics course
A2643,Data Analytics Course,,4314.0,194.56,21.0,9.0,,1211.0,,Hyderabad,Tablet,data anaytics training
A2644,Data Analytics Course,157.0,4111.0,208.46,27.0,8.0,0.050955414012738856,1187.0,2024-11-05,Hyderabad,Tablet,data anaytics training
A2645,Data Analytics Course,178.0,5640.0,195.8,25.0,4.0,0.022,1807.0,,Hyderabad,Mobile,data analitics online
A2646,Data Analytics Course,94.0,3805.0,198.19,12.0,8.0,0.085,1523.0,,Hyderabad,Tablet,data analytics course
A2647,Data Analytics Corse,130.0,4561.0,196.04,25.0,9.0,0.069,1388.0,,Hyderabad,Desktop,analytics for data
A2648,Data Analytics Course,169.0,5865.0,200.36,19.0,5.0,0.03,1482.0,,Hyderabad,Mobile,online data analytic
A2649,Data Analytics Course,176.0,5275.0,241.12,14.0,8.0,0.045454545454545456,1995.0,,Hyderabad,Mobile,data analitics online
A2650,Data Analytics Course,143.0,4964.0,207.66,21.0,10.0,0.07,1619.0,,Hyderabad,Tablet,analytics for data
A2651,Data Analytics Course,153.0,5292.0,225.98,21.0,9.0,0.059,1223.0,,Hyderabad,Mobile,data analytics course
A2652,Data Analytics Corse,96.0,5568.0,210.99,19.0,10.0,0.104,1317.0,2024-11-21,Hyderabad,Desktop,learn data analytics
A2653,Data Analytics Corse,96.0,4849.0,198.41,13.0,5.0,0.052,1198.0,,Hyderabad,Mobile,online data analytic
A2655,Data Analytics Course,197.0,4645.0,219.15,24.0,5.0,0.025,1911.0,,Hyderabad,Mobile,online data analytic
A2656,Data Analytics Course,191.0,5706.0,249.69,25.0,6.0,0.031,1821.0,2024-11-16,Hyderabad,Desktop,data analitics online
A2657,Data Analytics Course,167.0,3438.0,235.2,10.0,7.0,0.041916167664670656,1229.0,2024-11-17,Hyderabad,Desktop,data analitics online
A2658,Data Analytics Course,191.0,3610.0,217.44,27.0,6.0,0.031,1890.0,2024-11-23,Hyderabad,Tablet,analytics for data
A2659,Data Analytics Course,90.0,3828.0,238.12,21.0,6.0,0.06,1505.0,,Hyderabad,Desktop,data analitics online
A2660,Data Analytics Course,115.0,5431.0,180.5,,7.0,0.061,1995.0,,Hyderabad,Desktop,data analytics course
A2661,Data Analytics Course,188.0,4300.0,226.13,28.0,7.0,0.03723404255319149,1185.0,,Hyderabad,Mobile,online data analytic
A2662,Data Analytics Course,173.0,3829.0,221.28,29.0,4.0,0.023,1417.0,,Hyderabad,Desktop,learn data analytics
A2663,Data Analytics Corse,107.0,4165.0,192.18,21.0,10.0,0.093,1754.0,,Hyderabad,Mobile,learn data analytics
A2664,Data Analytics Corse,171.0,5953.0,230.37,14.0,7.0,0.048,1436.0,,Hyderabad,Tablet,analytics for data
A2665,Data Analytics Course,87.0,4836.0,242.0,12.0,7.0,0.08045977011494253,1665.0,,Hyderabad,Desktop,learn data analytics
A2666,Data Analytics Course,199.0,3717.0,226.84,27.0,3.0,0.037,1449.0,,Hyderabad,Mobile,data anaytics training
A2667,Data Analytics Course,195.0,5190.0,231.62,,3.0,0.015384615384615385,1429.0,,Hyderabad,Tablet,data analytics course
A2668,Data Analytics Course,97.0,3921.0,232.83,11.0,9.0,0.036,1886.0,,Hyderabad,Tablet,analytics for data
A2669,Data Analytics Course,184.0,3824.0,200.99,26.0,6.0,0.03260869565217391,1023.0,,Hyderabad,Mobile,data analitics online
A2670,Data Analytics Course,168.0,5414.0,221.78,19.0,8.0,0.048,1715.0,2024-11-29,Hyderabad,Mobile,data anaytics training
A2671,Data Analytics Course,128.0,3984.0,222.78,26.0,4.0,0.03125,1786.0,,Hyderabad,Desktop,data analitics online
A2673,Data Analytics Course,142.0,5265.0,183.15,19.0,9.0,0.047,1173.0,,Hyderabad,Desktop,online data analytic
A2674,Data Analytics Course,194.0,5273.0,201.59,15.0,10.0,0.05154639175257732,1018.0,2024-11-06,Hyderabad,Mobile,data analitics online
A2675,Data Analytics Course,141.0,5656.0,193.58,20.0,6.0,0.043,1953.0,,Hyderabad,Desktop,data analytics course
A2676,Data Analytics Course,137.0,3149.0,195.06,17.0,6.0,0.046,1718.0,2024-11-08,Hyderabad,Tablet,analytics for data
A2678,Data Analytics Course,151.0,3487.0,187.0,30.0,6.0,0.04,1529.0,,Hyderabad,Mobile,online data analytic
A2679,Data Analytics Course,87.0,4140.0,209.82,17.0,7.0,0.08,1151.0,,Hyderabad,Tablet,online data analytic
A2680,Data Analytics Corse,183.0,5659.0,191.88,12.0,7.0,0.038,1830.0,2024-11-10,Hyderabad,Mobile,analytics for data
A2682,Data Analytics Course,187.0,5531.0,219.88,10.0,5.0,0.05,1807.0,2024-11-13,Hyderabad,Tablet,analytics for data
A2683,Data Analytics Corse,121.0,5275.0,234.88,23.0,4.0,0.033,1766.0,,Hyderabad,Desktop,data analitics online
A2685,Data Analytics Course,165.0,5406.0,237.32,23.0,10.0,0.06060606060606061,1002.0,,Hyderabad,Tablet,data analytics course
A2686,Data Analytics Course,192.0,3755.0,218.14,28.0,3.0,0.016,1121.0,2024-11-30,Hyderabad,Mobile,online data analytic
A2687,Data Analytics Corse,193.0,4497.0,248.41,24.0,9.0,0.047,1025.0,,Hyderabad,Desktop,learn data analytics
A2688,Data Analytics Course,138.0,5904.0,197.08,26.0,8.0,0.058,1698.0,,Hyderabad,Desktop,learn data analytics
A2690,Data Analytics Course,162.0,5979.0,190.69,30.0,6.0,0.043,1976.0,,Hyderabad,Tablet,learn data analytics
A2691,Data Analytics Course,115.0,4950.0,241.85,19.0,9.0,0.078,1343.0,,Hyderabad,Tablet,online data analytic
A2692,Data Analytics Corse,104.0,3405.0,227.36,28.0,8.0,0.05,1970.0,,Hyderabad,Mobile,data analytics course
A2693,Data Analytics Course,168.0,,196.79,22.0,8.0,0.051,1666.0,,Hyderabad,Tablet,learn data analytics
A2694,Data Analytics Course,146.0,4624.0,212.67,19.0,9.0,0.06164383561643835,1513.0,2024-11-09,Hyderabad,Mobile,data analytics course
A2695,Data Analytics Corse,82.0,5241.0,191.23,28.0,9.0,0.11,1369.0,,Hyderabad,Desktop,data analytics course
A2696,Data Analytics Course,,5947.0,206.33,14.0,9.0,0.047,1188.0,,Hyderabad,Tablet,analytics for data
A2697,Data Analytics Course,142.0,3246.0,249.27,11.0,8.0,0.056338028169014086,1667.0,,Hyderabad,Mobile,data analitics online
A2698,Data Analytics Corse,198.0,5858.0,232.94,17.0,8.0,0.04,1903.0,,Hyderabad,Desktop,analytics for data
A2699,Data Analytics Course,119.0,5159.0,227.36,22.0,10.0,0.084,1448.0,2024-11-16,Hyderabad,Mobile,data anaytics training
A2700,Data Analytics Course,109.0,4002.0,203.96,14.0,3.0,0.027522935779816515,1430.0,,Hyderabad,Mobile,data analytics course
A2701,Data Analytics Course,87.0,3068.0,243.15,11.0,6.0,0.069,1356.0,,Hyderabad,Tablet,online data analytic
A2702,Data Analytics Course,110.0,4907.0,247.48,12.0,10.0,0.091,1205.0,2024-11-26,Hyderabad,Desktop,data anaytics training
A2704,Data Analytics Course,85.0,3909.0,189.9,12.0,3.0,0.035,1216.0,,Hyderabad,Tablet,online data analytic
A2705,Data Analytics Course,199.0,3060.0,237.3,19.0,9.0,0.045,1527.0,2024-11-04,Hyderabad,Mobile,data analitics online
A2706,Data Analytics Course,148.0,4558.0,249.74,18.0,8.0,0.054,1554.0,2024-11-01,Hyderabad,Desktop,data analytics course
A2707,Data Analytics Course,173.0,5992.0,230.26,11.0,5.0,0.029,1683.0,,Hyderabad,Mobile,data anaytics training
A2708,Data Analytics Corse,84.0,5069.0,192.08,25.0,3.0,0.036,1738.0,,Hyderabad,Desktop,online data analytic
A2709,Data Analytics Corse,82.0,4340.0,186.61,17.0,3.0,0.037,1092.0,,Hyderabad,Desktop,data anaytics training
A2710,Data Analytics Course,147.0,5139.0,245.93,29.0,8.0,0.033,1853.0,,Hyderabad,Mobile,data analytics course
A2711,Data Analytics Course,186.0,4679.0,241.7,19.0,9.0,0.04838709677419355,1333.0,,Hyderabad,Tablet,online data analytic
A2712,Data Analytics Course,143.0,4232.0,207.76,30.0,8.0,0.055944055944055944,1644.0,,Hyderabad,Tablet,data analitics online
A2713,Data Analytics Course,133.0,5580.0,248.11,17.0,5.0,0.038,1111.0,2024-11-26,Hyderabad,Tablet,data analytics course
A2714,Data Analytics Course,187.0,3972.0,226.62,24.0,7.0,0.037,1011.0,,Hyderabad,Desktop,data anaytics training
A2715,Data Analytics Corse,121.0,5205.0,181.81,24.0,5.0,0.037,1555.0,2024-11-08,Hyderabad,Tablet,data analitics online
A2716,Data Analytics Corse,188.0,4521.0,214.58,24.0,3.0,0.016,1855.0,,Hyderabad,Tablet,data analytics course
A2717,Data Analytics Course,115.0,3924.0,214.52,16.0,7.0,0.04,1312.0,,Hyderabad,Desktop,online data analytic
A2718,Data Analytics Course,,3319.0,230.39,28.0,4.0,,1533.0,,Hyderabad,Tablet,analytics for data
A2719,Data Analytics Course,190.0,5141.0,225.14,15.0,10.0,0.053,1761.0,,Hyderabad,Desktop,learn data analytics
A2720,Data Analytics Corse,92.0,5952.0,192.35,30.0,4.0,0.043,1335.0,,Hyderabad,Mobile,data analitics online
A2721,Data Analytics Course,107.0,,227.88,23.0,8.0,0.075,1844.0,,Hyderabad,Desktop,online data analytic
A2722,Data Analytics Course,,3794.0,225.38,13.0,7.0,,1401.0,,Hyderabad,Mobile,data analitics online
A2723,Data Analytics Course,186.0,,185.55,11.0,5.0,0.027,1903.0,,Hyderabad,Tablet,data analytics course
A2724,Data Analytics Course,129.0,3454.0,223.14,17.0,8.0,0.034,1391.0,,Hyderabad,Tablet,analytics for data
A2725,Data Analytics Course,162.0,3071.0,231.99,29.0,9.0,0.05555555555555555,1603.0,2024-11-18,Hyderabad,Tablet,online data analytic
A2726,Data Analytics Course,177.0,5954.0,206.76,13.0,4.0,0.06,1104.0,,Hyderabad,Tablet,learn data analytics
A2727,Data Analytics Course,93.0,3473.0,207.92,30.0,9.0,0.0967741935483871,1780.0,,Hyderabad,Desktop,data analytics course
A2728,Data Analytics Course,117.0,4341.0,212.29,19.0,8.0,0.068,1399.0,,Hyderabad,Desktop,learn data analytics
A2729,Data Analytics Course,120.0,3310.0,247.65,15.0,3.0,0.025,1584.0,,Hyderabad,Mobile,online data analytic
A2730,Data Analytics Course,81.0,3694.0,183.52,17.0,3.0,0.037037037037037035,1156.0,,Hyderabad,Mobile,online data analytic
A2731,Data Analytics Course,91.0,3576.0,243.02,28.0,8.0,0.088,1567.0,2024-11-25,Hyderabad,Mobile,data anaytics training
A2732,Data Analytics Course,167.0,4856.0,232.1,18.0,7.0,0.042,1476.0,,Hyderabad,Desktop,analytics for data
A2733,Data Analytics Course,175.0,5484.0,186.91,14.0,3.0,0.031,1728.0,2024-11-18,Hyderabad,Desktop,analytics for data
A2734,Data Analytics Course,121.0,3633.0,190.82,16.0,5.0,0.041,1157.0,2024-11-16,Hyderabad,Tablet,data analitics online
A2735,Data Analytics Course,85.0,,190.32,13.0,9.0,0.106,1301.0,,Hyderabad,Desktop,data analitics online
A2736,Data Analytics Course,176.0,4474.0,215.93,28.0,9.0,0.035,1214.0,,Hyderabad,Mobile,data analitics online
A2737,Data Analytics Corse,174.0,5282.0,240.85,10.0,4.0,0.022988505747126436,1481.0,2024-11-26,Hyderabad,Tablet,data analytics course
A2738,Data Analytics Course,180.0,3778.0,214.66,28.0,4.0,0.022222222222222223,1733.0,,Hyderabad,Desktop,data analytics course
A2739,Data Analytics Course,156.0,3361.0,183.12,29.0,9.0,0.058,1241.0,,Hyderabad,Desktop,data analitics online
A2740,Data Analytics Course,,5877.0,223.87,21.0,9.0,,1866.0,2024-11-28,Hyderabad,Mobile,analytics for data
A2741,Data Analytics Corse,161.0,5656.0,237.69,12.0,4.0,0.056,1262.0,2024-11-29,Hyderabad,Mobile,online data analytic
A2742,Data Analytics Course,87.0,3061.0,192.29,15.0,6.0,0.069,1506.0,,Hyderabad,Tablet,data analitics online
A2743,Data Analytics Course,126.0,4569.0,204.13,10.0,4.0,0.032,1037.0,,Hyderabad,Tablet,learn data analytics
A2744,Data Analytics Course,151.0,5067.0,199.12,13.0,5.0,0.055,1669.0,2024-11-27,Hyderabad,Mobile,data anaytics training
A2745,Data Analytics Course,85.0,5612.0,245.87,12.0,7.0,0.082,1124.0,2024-11-16,Hyderabad,Mobile,learn data analytics
A2746,Data Analytics Course,104.0,4627.0,200.98,28.0,6.0,0.058,1815.0,,Hyderabad,Tablet,data anaytics training
A2747,Data Analytics Course,103.0,4264.0,214.56,27.0,4.0,0.039,1804.0,,Hyderabad,Desktop,learn data analytics
A2748,Data Analytics Course,162.0,5815.0,198.49,11.0,7.0,0.048,1468.0,2024-11-23,Hyderabad,Tablet,data analytics course
A2749,Data Analytics Course,161.0,3597.0,218.35,29.0,6.0,0.039,1840.0,,Hyderabad,Tablet,data analytics course
A2750,Data Analytics Corse,83.0,5973.0,224.06,25.0,9.0,0.108,1197.0,2024-11-10,Hyderabad,Mobile,analytics for data
A2751,Data Analytics Course,165.0,3430.0,248.59,26.0,8.0,0.04,1056.0,,Hyderabad,Desktop,analytics for data
A2752,Data Analytics Course,134.0,5085.0,186.1,18.0,8.0,0.06,1033.0,2024-11-27,Hyderabad,Mobile,data analytics course
A2753,Data Analytics Course,126.0,4906.0,222.92,16.0,9.0,0.071,1443.0,2024-11-25,Hyderabad,Mobile,learn data analytics
A2754,Data Analytics Course,173.0,5082.0,198.75,16.0,3.0,0.046,1128.0,2024-11-14,Hyderabad,Tablet,analytics for data
A2755,Data Analytics Course,174.0,4661.0,200.74,,5.0,0.029,1596.0,,Hyderabad,Desktop,data analytics course
A2756,Data Analytics Course,149.0,3573.0,247.52,20.0,4.0,0.031,1742.0,,Hyderabad,Mobile,analytics for data
A2757,Data Analytics Course,108.0,5663.0,213.85,,9.0,0.083,1703.0,,Hyderabad,Desktop,data analitics online
A2758,Data Analytics Course,99.0,4466.0,214.08,14.0,7.0,0.0707070707070707,1515.0,,Hyderabad,Desktop,analytics for data
A2759,Data Analytics Course,113.0,3120.0,249.66,20.0,8.0,0.071,1895.0,2024-11-27,Hyderabad,Mobile,data anaytics training
A2760,Data Analytics Course,84.0,3911.0,206.06,13.0,7.0,0.08333333333333333,1155.0,2024-11-18,Hyderabad,Tablet,learn data analytics
A2761,Data Analytics Course,182.0,3458.0,186.51,28.0,9.0,0.049,1982.0,2024-11-01,Hyderabad,Desktop,learn data analytics
A2762,Data Analytics Course,82.0,3261.0,245.34,30.0,8.0,0.0975609756097561,1922.0,,Hyderabad,Desktop,data analytics course
A2763,Data Analytics Course,103.0,3844.0,232.39,13.0,7.0,0.068,1763.0,2024-11-25,Hyderabad,Mobile,learn data analytics
A2764,Data Analytics Course,117.0,4298.0,227.92,15.0,8.0,0.068,1512.0,,Hyderabad,Tablet,online data analytic
A2765,Data Analytics Course,93.0,4998.0,201.98,17.0,8.0,0.086,1216.0,2024-11-12,Hyderabad,Desktop,data analytics course
